web_scraper_order,web_scraper_start_url,category,category_href,category_name,category_description,category_emoji_item,category_emoji_item_href,emoji,emoji_name,emoji_description
"1573492629-553","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","Ⓜ Circled M","https://emojipedia.org/circled-latin-capital-letter-m/","Ⓜ️","Circled M","The letter M in a circle, commonly used in to identify a Metro (subway, underground train) station in a city area.

Circled M was approved as part of Unicode 1.1 in 1993
under the name “Circled Latin Capital Letter M”
and added to Emoji 1.0 in 2015."
"1573486709-364","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇲🇽 Flag: Mexico","https://emojipedia.org/flag-for-mexico/","🇲🇽","🇽 Flag: Mexico","The flag for Mexico, which may show as the letters MX on some platforms.
The Flag: Mexico emoji is a sequence of the 🇲 Regional Indicator Symbol Letter M and 🇽 Regional Indicator Symbol Letter X emojis.
These display as a single emoji on supported platforms.

Flag: Mexico was added to Emoji 1.0 in 2015."
"1573500611-925","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🎐 Wind Chime","https://emojipedia.org/wind-chime/","🎐","Wind Chime","A Japanese wind chime. Depicted as a glass bell with a strip of paper suspended from its clapper, often decorated with cherry blossom-like flowers.
Occasionally used for content concerning various senses of wind and chime. Thanks to its appearance, often used to represent jellyfish.

Wind Chime was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573512934-1479","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👚 Woman’s Clothes","https://emojipedia.org/womans-clothes/","👚","Woman’s Clothes","A blouse worn by women in a neat-casual setting.
Shown in pink on Apple devices, yellow on Android, and purple on Twitter.
Similar to the top worn by the Information Desk Person Emoji.

Woman’s Clothes was approved as part of Unicode 6.0 in 2010
under the name “Womans Clothes”
and added to Emoji 1.0 in 2015."
"1573504252-1055","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🏡 House With Garden","https://emojipedia.org/house-with-garden/","🏡","House With Garden","A suburban-looking house, with a tree, flower, or shrubs around it in the garden.

House With Garden was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573507793-1182","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🥂 Clinking Glasses","https://emojipedia.org/clinking-glasses/","🥂","Clinking Glasses","Two flutes of champagne or sparkling wine being clinked together, as done at a celebratory or convivial toast (“Cheers!”). Samsung’s design suggests two glasses of white wine. Some platforms include stylized links to mark the clinking. See also Clinking Beer Mugs—and Bottle With Popping Cork for a refill.

Clinking Glasses was approved as part of Unicode 9.0 in 2016
and added to Emoji 3.0 in 2016."
"1573514278-1543","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🏃‍♂️ Man Running","https://emojipedia.org/man-running/","🏃‍♂️","‍♂️ Man Running","The male version of the 🏃 Runner emoji. Currently identical in appearance to the non-gendered base emoji.
The Man Running emoji is a sequence of the 🏃 Runner and ♂ Male Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man Running was added to Emoji 4.0 in 2016."
"1573502453-990","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🚲 Bicycle","https://emojipedia.org/bicycle/","🚲","Bicycle","A bicycle, sometimes called a push bike, used for transport or sport.

Bicycle was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573500888-935","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","⏲ Timer Clock","https://emojipedia.org/timer-clock/","⏲️","Timer Clock","Time’s up! A timer set to count down and sound an alarm after a designated amount of time, as used in the kitchen. Appearance varies by platform. Commonly used for various content concerning time, including countdowns and deadlines.
Apple, WhatsApp, and Facebook’s designs resemble kitchen timers. Other designs may be confused with 🕰️ Mantelpiece Clock or other clock emojis.

Timer Clock was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573484968-283","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇻🇦 Flag: Vatican City","https://emojipedia.org/flag-for-vatican-city/","🇻🇦","🇦 Flag: Vatican City","The flag for Vatican City, which may show as the letters VA on some platforms.
The Flag: Vatican City emoji is a sequence of the 🇻 Regional Indicator Symbol Letter V and 🇦 Regional Indicator Symbol Letter A emojis.
These display as a single emoji on supported platforms.

Flag: Vatican City was added to Emoji 1.0 in 2015."
"1573486380-349","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇴🇲 Flag: Oman","https://emojipedia.org/flag-for-oman/","🇴🇲","🇲 Flag: Oman","The flag for Oman, which may show as the letters OM on some platforms.
The Flag: Oman emoji is a sequence of the 🇴 Regional Indicator Symbol Letter O and 🇲 Regional Indicator Symbol Letter M emojis.
These display as a single emoji on supported platforms.

Flag: Oman was added to Emoji 1.0 in 2015."
"1573498235-784","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🧪 Test Tube","https://emojipedia.org/test-tube/","🧪","Test Tube","A test tube, as used to conduct chemical experiments in a laboratory. Depicted as a clear cylinder, open at one end and containing a green liquid. Positioned at a 45° angle.
May be used for various content concerning chemistry and science more generally. May also represent other liquids, such as potions or medicines, as well metaphorical laboratories and experiments.
Some platforms include volume markings or display the liquid as bubbling. WhatsApp’s design features a blue liquid.

Test Tube was approved as part of Unicode 11.0 in 2018
and added to Emoji 11.0 in 2018."
"1573506810-1147","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🚵‍♂️ Man Mountain Biking","https://emojipedia.org/man-mountain-biking/","🚵‍♂️","‍♂️ Man Mountain Biking","The male version of the 🚵 Mountain Bicyclist emoji. Currently identical in appearance to the non-gendered base emoji.
The Man Mountain Biking emoji is a sequence of the 🚵 Mountain Bicyclist and ♂ Male Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man Mountain Biking was added to Emoji 4.0 in 2016."
"1573517599-1812","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🤔 Thinking Face","https://emojipedia.org/thinking-face/","🤔","Thinking Face","A yellow face with furrowed eyebrows looking upwards with thumb and index finger resting on its chin. Intended to show a person pondering or deep in thought. Often used to question or scorn something or someone, as if saying Hmm, I don't know about that. Tone varies, including earnest, playful, puzzled, skeptical, and mocking.
May be paired with 💭 Thought Balloon or 💡 Light Bulb to represent thinking, (having) ideas, and learning.
Joins 🤗 Hugging Face, 🤫 Shushing Face, and 🤭 Face With Hand Over Mouth as one of the few smileys featuring a hand.

Thinking Face was approved as part of Unicode 8.0 in 2015
and added to Emoji 1.0 in 2015."
"1573495065-642","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","✝ Latin Cross","https://emojipedia.org/latin-cross/","✝️","Latin Cross","A latin cross, otherwise known as a Christian cross. This cross symbol is often used as a symbol of Christianity. Similar in appearance to the Orthodox cross.

Latin Cross was approved as part of Unicode 1.1 in 1993
and added to Emoji 1.0 in 2015."
"1573510711-1287","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","Animals & Nature","Emojis for animals, nature, and weather.","🔥 Fire","https://emojipedia.org/fire/","🔥","Fire","A flame, as produced when something is on fire. Depicted as a red, orange, and yellow flickering flame.
Commonly used for various metaphorical expressions related to fire, including the slang hot (“attractive”) and lit (“excellent”).
Snapchat displays 🔥 Fire next to two users who are on a snapstreak, or have been messaging for more than three consecutive days.

Fire was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573512622-1421","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","Animals & Nature","Emojis for animals, nature, and weather.","🐐 Goat","https://emojipedia.org/goat/","🐐","Goat","A goat, a sturdy, hoofed animal raised for its meat and milk. Depicted as a light brown, white, or multicored goat in full profile on all fours facing left, a scraggly beard, upright tail, and brown or yellow horns curving back.
Frequently used as a visual shorthand for the slang expression GOAT, or the Great of All Time, often said of athletes.
Often considered one of the 12 animals of the Chinese zodiac. Also often used to represent ♑ Capricorn in the Western zodiac.
Apple, Google, and Samsung’s goats were previously white, as a Saanen goat. Facebook’s design previously featured only a goat face.

Goat was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573507820-1183","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍻 Clinking Beer Mugs","https://emojipedia.org/clinking-beer-mugs/","🍻","Clinking Beer Mugs","Two frosty mugs of beer with frothy heads being clinked together, as done at a celebratory or convivial toast (“Cheers!”). Several platforms include stylized lines to mark the clinking. See also Clinking Glasses.

Clinking Beer Mugs was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573493940-600","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","☑ Check Box With Check","https://emojipedia.org/ballot-box-with-check/","☑️","Check Box With Check","A checkbox showing a check mark inside the box. Not to be confused with the similarly named Ballot Box With Ballot emoji.
This emoji is not supported in Twitter names, possibly in an attempt to minimize confusion with a verified checkmark.

Check Box With Check was approved as part of Unicode 1.1 in 1993
under the name “Ballot Box With Check”
and added to Emoji 1.0 in 2015."
"1573498780-852","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","💳 Credit Card","https://emojipedia.org/credit-card/","💳","Credit Card","The backside of a credit card, showing the magnetic strip and signature. Color and detail vary across platforms, but often shown as gold, silver, or blue. May be used for banking and other ID cards as well for various content concerning money, including payment. 
Some vendors feature easter eggs: Apple’s design features John Appleseed in the signature and a security code of 448, and Samsung’s, the initials KJH and 856 658. Facebook’s design features founder Mark Zuckerberg’s signature and a security code of 123.

Credit Card was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573517413-1763","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😖 Confounded Face","https://emojipedia.org/confounded-face/","😖","Confounded Face","A yellow face with scrunched, X-shaped eyes and a crumpled mouth, as if quivering in frustration or holding back tears. May be used to represent being overcome with various emotions, including irritation, frustration, disgust, and sadness, as if to the point of defeat.  
Microsoft and Twitter’s designs feature eyebrows, Facebook’s a purple forehead.
Vendor designs have noticeably evolved over time. Apple and Google’s designs previously included eyebrows. Earlier versions from Google also displayed a more miserable expression, and Microsoft a more confused one.
Samsung’s design previously featured X’s for eyes, a flushed nose, and vertical lines over its forehead, shorthands in manga and anime for such feelings as anger and embarrassment.

Confounded Face was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573512872-1468","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👢 Woman’s Boot","https://emojipedia.org/womans-boots/","👢","Woman’s Boot","A tall boot generally featuring a slight heel, shown in brown or red on most platforms.
Some platforms display this emoji with two boots, while most display a single boot.

Woman’s Boot was approved as part of Unicode 6.0 in 2010
under the name “Womans Boots”
and added to Emoji 1.0 in 2015."
"1573506427-1133","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🤹 Person Juggling","https://emojipedia.org/juggling/","🤹","Person Juggling","A person juggling between three and five colored balls. The person shown in this emoji generally has the appearance of a man, and wears a hat on most major platforms.

Person Juggling was approved as part of Unicode 9.0 in 2016
under the name “Juggling”
and added to Emoji 3.0 in 2016."
"1573517016-1681","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👨 Man","https://emojipedia.org/man/","👨","Man","A man of adult age, shown on some platforms with a moustache.

Man was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573496659-699","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","🔇 Muted Speaker","https://emojipedia.org/speaker-with-cancellation-stroke/","🔇","Muted Speaker","A speaker with a red line through it, indicating muted volume or silencing of audio.

Muted Speaker was approved as part of Unicode 6.0 in 2010
under the name “Speaker With Cancellation Stroke”
and added to Emoji 1.0 in 2015."
"1573510489-1280","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍇 Grapes","https://emojipedia.org/grapes/","🍇","Grapes","A grape bunch, as cut from the vine and used to make wine. Depicted as red (purple-colored) grapes.

Grapes was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573515261-1579","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🦸‍♂️ Man Superhero","https://emojipedia.org/man-superhero/","🦸‍♂️","‍♂️ Man Superhero","The Man Superhero emoji is a sequence of the 🦸 Superhero and ♂ Male Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man Superhero was added to Emoji 11.0 in 2018."
"1573496778-705","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","♥ Heart Suit","https://emojipedia.org/black-heart-suit/","♥️","Heart Suit","A heart symbol emoji, which is used in card games for the hearts suit. Generally shown in red, despite the name. Not to be confused with the black heart emoji.
See the glossary for information on the term black in unicode character names.

Heart Suit was approved as part of Unicode 1.1 in 1993
under the name “Black Heart Suit”
and added to Emoji 1.0 in 2015."
"1573509282-1236","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🥪 Sandwich","https://emojipedia.org/sandwich/","🥪","Sandwich","A sandwich, as eaten at lunch, made with lettuce, tomato, and cheese on slices of white or wheat bread. Apple, Google, and WhatsApp add a deli meat that resembles ham.

Sandwich was approved as part of Unicode 10.0 in 2017
and added to Emoji 5.0 in 2017."
"1573495231-648","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","🛐 Place of Worship","https://emojipedia.org/place-of-worship/","🛐","Place of Worship","A building used for worship by people of any faith or religion. Examples include a church, mosque, or synagogue. A person is shown on their knees praying, in this symbol.
Multi-faith places of worship are commonly found at airports.

Place of Worship was approved as part of Unicode 8.0 in 2015
and added to Emoji 1.0 in 2015."
"1573512973-1485","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🧤 Gloves","https://emojipedia.org/gloves/","🧤","Gloves","Gloves was approved as part of Unicode 10.0 in 2017
and added to Emoji 5.0 in 2017."
"1573503451-1026","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🌆 Cityscape at Dusk","https://emojipedia.org/cityscape-at-dusk/","🌆","Cityscape at Dusk","A view of city buildings as the last light disappears from the sky. An orange (or blue) glow lingers, before the stars of the night sky become visible.

Cityscape at Dusk was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573488746-428","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇬🇼 Flag: Guinea-Bissau","https://emojipedia.org/flag-for-guinea-bissau/","🇬🇼","🇼 Flag: Guinea-Bissau","The flag for Guinea-Bissau, which may show as the letters GW on some platforms.
The Flag: Guinea-Bissau emoji is a sequence of the 🇬 Regional Indicator Symbol Letter G and 🇼 Regional Indicator Symbol Letter W emojis.
These display as a single emoji on supported platforms.

Flag: Guinea-Bissau was added to Emoji 1.0 in 2015."
"1573504863-1076","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🎻 Violin","https://emojipedia.org/violin/","🎻","Violin","A violin emoji. Sometimes  used in the context of the world’s smallest violin.

Violin was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573512850-1463","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🧢 Billed Cap","https://emojipedia.org/billed-cap/","🧢","Billed Cap","Billed Cap was approved as part of Unicode 10.0 in 2017
and added to Emoji 5.0 in 2017."
"1573498851-862","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🗞 Rolled-Up Newspaper","https://emojipedia.org/rolled-up-newspaper/","🗞️","️ Rolled-Up Newspaper","A newspaper rolled up and bound, as for delivery to a house. Generally positioned at a 45° angle. Commonly used for various content concerning news, media, and journalism as well as personal news.
See also 📰 Newspaper.

Rolled-Up Newspaper was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015."
"1573502922-1007","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🚍 Oncoming Bus","https://emojipedia.org/oncoming-bus/","🚍","Oncoming Bus","The front of a bus, showing the windscreen, as well as wing mirrors in some versions of this emoji.

Oncoming Bus was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573512992-1490","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🥼 Lab Coat","https://emojipedia.org/lab-coat/","🥼","Lab Coat","A white coat worn in a science laboratory.

Lab Coat was approved as part of Unicode 11.0 in 2018
and added to Emoji 11.0 in 2018."
"1573497328-724","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","🕞 Three-Thirty","https://emojipedia.org/clock-face-three-thirty/","🕞","Three-Thirty","Three-Thirty was approved as part of Unicode 6.0 in 2010
under the name “Clock Face Three-Thirty”
and added to Emoji 1.0 in 2015."
"1573517589-1808","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😑 Expressionless Face","https://emojipedia.org/expressionless-face/","😑","Expressionless Face","A yellow face with flat, closed eyes and mouth. May convey a sense of frustration or annoyance more intense than suggested by 😐 Neutral Face, as if taking a moment to collect itself.

Expressionless Face was approved as part of Unicode 6.1 in 2012
and added to Emoji 1.0 in 2015."
"1573497151-718","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","🕡 Six-Thirty","https://emojipedia.org/clock-face-six-thirty/","🕡","Six-Thirty","Six-Thirty was approved as part of Unicode 6.0 in 2010
under the name “Clock Face Six-Thirty”
and added to Emoji 1.0 in 2015."
"1573486378-348","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇵🇦 Flag: Panama","https://emojipedia.org/flag-for-panama/","🇵🇦","🇦 Flag: Panama","The flag for Panama, which may show as the letters PA on some platforms.
The Flag: Panama emoji is a sequence of the 🇵 Regional Indicator Symbol Letter P and 🇦 Regional Indicator Symbol Letter A emojis.
These display as a single emoji on supported platforms.

Flag: Panama was added to Emoji 1.0 in 2015."
"1573512734-1439","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","Animals & Nature","Emojis for animals, nature, and weather.","🐯 Tiger Face","https://emojipedia.org/tiger-face/","🐯","Tiger Face","A friendly, cartoon-styled face of a tiger looking straight ahead. Generally depicted in yellowish-orange with black stripes on its forehead and cheeks, a white muzzle, and neutral expression.
Often used with a more affectionate tone than the full-bodied 🐅 Tiger.
Available as an Apple Animoji.

Tiger Face was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573497956-766","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🧻 Roll of Paper","https://emojipedia.org/roll-of-paper/","🧻","Roll of Paper","A roll of paper, as toilet paper (toilet tissue). May also be a roll of kitchen/paper towels. Depicted at various angles, with a sheet unfurling.
Commonly used for toilet paper but may also be used for various content concerning toilets, going to the bathroom, bathrooms, cleaning, or paper more generally.

Roll of Paper was approved as part of Unicode 11.0 in 2018
and added to Emoji 11.0 in 2018."
"1573501593-959","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🎇 Sparkler","https://emojipedia.org/firework-sparkler/","🎇","Sparkler","A  sparkler: a form of hand-held firework often used at parties and celebrations. The sparkler is lit at one end, and held at the other. 
Most platforms display this with the lit end held down, as is the style for senko hanabi (""incense-stick fireworks"") which is a traditional sparkler from from Japan.

Sparkler was approved as part of Unicode 6.0 in 2010
under the name “Firework Sparkler”
and added to Emoji 1.0 in 2015."
"1573500003-903","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📟 Pager","https://emojipedia.org/pager/","📟","Pager","A pager, as worn on the waist to alert a person to a phone call or short text message. Popular in the 1980–90s before mobile phones, though still used by some medical and emergency personnel. Very occasionally used to represent alerts, digital communication, or nostalgia for old technology.
Depicted as a black device with operating buttons and a green screen displaying various (telephone) numbers across platforms, including:

📟 Apple: 555-3215
📟 Google: 8888
📟 Microsoft: [indecipherable]
📟 Samsung: 954-5684 (previously SUNMOON)
📟 WhatsApp: 867-5309 (an allusion to the 1980s hit song ""867-5309/Jenny"")
📟 Twitter: 40404
📟 Facebook: 543-4800 (previously 02 04 20 04, referring to the company's launch date)


Pager was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573493923-599","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","✔ Check Mark","https://emojipedia.org/heavy-check-mark/","✔️","Check Mark","A thick (heavy) check mark displayed on some platforms in a handwritten style. Generally displayed in black on most platforms, except Android (blue), Windows (green) and Samsung (red).
This emoji is not supported in Twitter names, possibly in an attempt to minimize confusion with a verified checkmark.

Check Mark was approved as part of Unicode 1.1 in 1993
under the name “Heavy Check Mark”
and added to Emoji 1.0 in 2015."
"1573517728-1837","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😅 Grinning Face With Sweat","https://emojipedia.org/smiling-face-with-open-mouth-and-cold-sweat/","😅","Grinning Face With Sweat","Has the same grin and eyes as 😄 Grinning Face With Smiling Eyes but with a single, blue bead of sweat, usually over its left eye. Intended to depict nerves or discomfort but commonly used to express a close call, as if saying Whew! and wiping sweat from the forehead. 

Grinning Face With Sweat was approved as part of Unicode 6.0 in 2010
under the name “Smiling Face With Open Mouth and Cold Sweat”
and added to Emoji 1.0 in 2015."
"1573488812-458","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇪🇪 Flag: Estonia","https://emojipedia.org/flag-for-estonia/","🇪🇪","🇪 Flag: Estonia","The flag for Estonia, which may show as the letters EE on some platforms.
The Flag: Estonia emoji is a sequence of the 🇪 Regional Indicator Symbol Letter E and 🇪 Regional Indicator Symbol Letter E emojis.
These display as a single emoji on supported platforms.

Flag: Estonia was added to Emoji 1.0 in 2015."
"1573502785-1002","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🚓 Police Car","https://emojipedia.org/police-car/","🚓","Police Car","A police car, shown with an emergency light on the top.
This emoji is displayed from the side, as opposed to the oncoming police car emoji, which is shown from the front.

Police Car was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573499832-897","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🖨 Printer","https://emojipedia.org/printer/","🖨️","️ Printer","A computer printer, as at a home office. Generally depicted as a grayish device with a power button and paper loaded in its tray, sometimes printing out a document. May be used for various content concerning printing, including as a Print icon, as well as for office work and technology more generally.
Not to be confused with 📠 Fax Machine.

Printer was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015."
"1573498518-811","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🗃 Card File Box","https://emojipedia.org/card-file-box/","🗃️","️ Card File Box","A black or gray box with a label holder, containing card index dividers with multicolored tabs, as used to organize and store files. Apple and Facebook’s designs include a lid.
Commonly used for various content concerning paper or computer files, organization, and various types of data, information, and professional or academic work.
Microsoft’s design previously resembled a shoebox.

Card File Box was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015."
"1573494824-633","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","♋ Cancer","https://emojipedia.org/cancer/","♋","Cancer","The Cancer astrological sign in the Zodiac. This Zodiac Symbol represents a Crab.

Cancer was approved as part of Unicode 1.1 in 1993
and added to Emoji 1.0 in 2015."
