web_scraper_order,web_scraper_start_url,category,category_href,category_emoji_character,category_name,category_description,category_emoji_item,category_emoji_item_href,emoji_character,emoji_name,emoji_description,emoji_name_aliases,emoji_apple_name,emoji_unicode_name,emoji_codepoints,emoji_shortcodes,emoji_references
"1573609884-634","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇰🇮 Flag: Kiribati","https://emojipedia.org/flag-for-kiribati/","🇰🇮","Flag: Kiribati","The flag for Kiribati, which may show as the letters KI on some platforms.
The Flag: Kiribati emoji is a sequence of the 🇰 Regional Indicator Symbol Letter K and 🇮 Regional Indicator Symbol Letter I emojis.
These display as a single emoji on supported platforms.

Flag: Kiribati was added to Emoji 1.0 in 2015.","🇰🇮 I-Kiribati Flag","Flag of Kiribati","null","U+1F1F0","null","🇰🇮 on Instagram
🇰🇮 on Twitter
🇰🇮 on Wikipedia
🇰🇮 on Yelp
🇰🇮 on YouTube
🇰🇮 on Google Trends
🇰🇮 on Nomad List"
"1573610905-1074","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🗄 File Cabinet","https://emojipedia.org/file-cabinet/","🗄️","File Cabinet","A metal filing cabinet, as used to organize and store file folders at an office. Depicted in black or gray with two drawers, handles, and label holders.
Commonly used for various content concerning paper or computer files; filing and organization; various types of data, information, and archives; and office work.
Google’s design was previously blue, Facebook’s had its bottom drawer open.

File Cabinet was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015.","🗄️ Filing Cabinet","File Cabinet","null","U+1F5C4","null","🗄️ on Instagram
🗄️ on Twitter
🗄️ on Wikipedia
🗄️ on Yelp
🗄️ on YouTube
🗄️ on Google Trends
🗄️ on Nomad List"
"1573610911-1077","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📐 Triangular Ruler","https://emojipedia.org/triangular-ruler/","📐","Triangular Ruler","A triangle or set square, as used by engineers or architects to draw straight lines at angles. Variously depicted as a metal, wood, or plastic right triangle with length markings, its hypotenuse to the right.
Commonly applied to a range of disciplines, including art, design, building, architecture, and STEM (science, technology, engineering, and mathematics). May also represent various concepts of angles and measurement.

Triangular Ruler was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","📐 Triangle Ruler","Triangular Ruler","null","U+1F4D0",":triangular_ruler:","🎨 Artist Palette
◀ Reverse Button
▶ Play Button
✂ Scissors
🏗 Building Construction
🗜 Clamp
👷 Construction Worker
🔻 Red Triangle Pointed Down
⚙ Gear
🔨 Hammer
🖇 Linked Paperclips
 👨‍🎨 Man Artist
👨‍🔬 Man Scientist
✏ Pencil
🏫 School
🎒 Backpack
🛡 Shield
🗒 Spiral Notepad
📏 Straight Ruler
🧰 Toolbox
🔺 Red Triangle Pointed Up
👩‍🎨 Woman Artist
👩‍🔬 Woman Scientist"
"1573610339-828","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣","Symbols","Heart emojis, clocks, arrows, signs and shapes.","7️⃣ Keycap Digit Seven","https://emojipedia.org/keycap-digit-seven/","7️⃣","Keycap Digit Seven","The Keycap Digit Seven emoji is a sequence of the 7 Digit Seven and ⃣ Combining Enclosing Keycap emojis.
These display as a single emoji on supported platforms.

Keycap Digit Seven was approved as part of Unicode 3.0 in 1999
and added to Emoji 3.0 in 2016.","null","Keycap Digit Seven","null","U+37",":seven:","7️ Digit Seven
2️ Digit Two
0️ Digit Zero
*️⃣ Keycap Asterisk
#️⃣ Keycap Number Sign
🎰 Slot Machine
󠀹 Tag Digit Nine
󠀶 Tag Digit Six"
"1573612505-1801","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🧖 Person in Steamy Room","https://emojipedia.org/person-in-steamy-room/","🧖","Person in Steamy Room","A person in a sauna, holding a ladle for pouring water on hot stones, which creates the steamy environment.
Popular in Finland, where people sauna in the nude.

Person in Steamy Room was approved as part of Unicode 10.0 in 2017
and added to Emoji 5.0 in 2017.","🧖 Sauna","Man in Sauna","null","U+1F9D6","null","🛀 Person Taking Bath
🛁 Bathtub
🇫🇮 Flag: Finland
🧖‍♂️ Man in Steamy Room
💅 Nail Polish
🧘 Person in Lotus Position
🚿 Shower
🧖‍♀️ Woman in Steamy Room"
"1573612909-1988","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🤟 Love-You Gesture","https://emojipedia.org/i-love-you-hand-sign/","🤟","Love-You Gesture","The gesture for “I love you” in American Sign Language, shown as a raised pinky (little) finger, index finger, and an extended thumb.

Love-You Gesture was approved as part of Unicode 10.0 in 2017
under the name “I Love You Hand Sign”
and added to Emoji 5.0 in 2017.","null","Love-You Gesture","I Love You Hand Sign","U+1F91F","null","🧏 Deaf Person
🤞 Crossed Fingers
💌 Love Letter
👌 OK Hand
🤲 Palms Up Together
🤏 Pinching Hand
🤘 Sign of the Horns
✌ Victory Hand"
"1573610973-1107","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📫 Closed Mailbox With Raised Flag","https://emojipedia.org/closed-mailbox-with-raised-flag/","📫","Closed Mailbox With Raised Flag","A curbside mailbox (letterbox, postbox) with its door latched shut and signal flag raised. Generally depicted in blue or gray with a red flag. Used for various content concerning postal deliveries and email.
Indicates in the United States that incoming mail (post) has been delivered. May also indicate that there is outgoing mail for pickup.
Compare 📪 Closed Mailbox With Lowered Flag, 📭 Open Mailbox With Lowered Flag, and 📬 Open Mailbox With Raised Flag.


Closed Mailbox With Raised Flag was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","null","Closed Mailbox With Raised Flag","null","U+1F4EB",":mailbox:","📪 Closed Mailbox With Lowered Flag
📫 Closed Mailbox With Raised Flag
📧 E-Mail
✉ Envelope
📩 Envelope With Arrow
🏤 Post Office
📥 Inbox Tray
📨 Incoming Envelope
🏣 Japanese Post Office
💌 Love Letter
📭 Open Mailbox With Lowered Flag
📬 Open Mailbox With Raised Flag
📤 Outbox Tray
📦 Package
📯 Postal Horn
📮 Postbox
🚩 Triangular Flag
🏳 White Flag"
"1573611656-1424","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🏊‍♂️ Man Swimming","https://emojipedia.org/man-swimming/","🏊‍♂️","Man Swimming","The male version of the 🏊 Swimmer emoji. Currently identical in appearance to the non-gendered base emoji.
The Man Swimming emoji is a sequence of the 🏊 Swimmer and ♂ Male Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man Swimming was added to Emoji 4.0 in 2016.","null","Man Swimmer","null","U+1F3CA","null","🥽 Goggles
👨 Man
🕺 Man Dancing
👲 Man With Skullcap
🤵 Man in Tuxedo
👴 Old Man
🏊 Person Swimming
🏊‍♀️ Woman Swimming"
"1573612750-1916","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","💁‍♀️ Woman Tipping Hand","https://emojipedia.org/woman-tipping-hand/","💁‍♀️","Woman Tipping Hand","The female version of the 💁 Information Desk Person emoji. Currently identical in appearance to the non-gendered base emoji.
The Woman Tipping Hand emoji is a sequence of the 💁 Information Desk Person and ♀ Female Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Woman Tipping Hand was added to Emoji 4.0 in 2016.","null","Information Desk Woman","null","U+1F481","null","🛈 Circled Information Source
🎔 Heart with Tip On the Left
💁 Person Tipping Hand
ℹ️ Information
💁‍♂️ Man Tipping Hand
👫 Woman and Man Holding Hands
🤏 Pinching Hand
🕽 Right Hand Telephone Receiver"
"1573612977-2013","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🤡 Clown Face","https://emojipedia.org/clown-face/","🤡","Clown Face","A classic circus or birthday clown. Features white face makeup, a red nose, exaggerated eyes and smile, and two tufts of hair (red or blue). May convey that someone is silly or foolish or that something is creepy or scary.

Clown Face was approved as part of Unicode 9.0 in 2016
and added to Emoji 3.0 in 2016.","🤡 Creepy Clown
🤡 Evil Clown
🤡 Scary Clown","Clown Face","null","U+1F921","null","🤡 on Instagram
🤡 on Twitter
🤡 on Wikipedia
🤡 on Yelp
 🤡 on YouTube
🤡 on Google Trends
🤡 on Nomad List"
"1573611394-1305","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","💒 Wedding","https://emojipedia.org/wedding/","💒","Wedding","An emoji to depict a wedding, displayed by most vendors as a Christian church and love hearts. Some platforms display a cross or bell on the building.

Wedding was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","💒 Church Heart
💒 Church Wedding
💒 Marriage","Wedding","null","U+1F492",":wedding:","🔔 Bell
🍾 Bottle With Popping Cork
👰 Bride With Veil
⛪ Church
🥂 Clinking Glasses
✝ Latin Cross
🤵 Man in Tuxedo
☦ Orthodox Cross
💕 Two Hearts"
"1573612516-1806","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","💃 Woman Dancing","https://emojipedia.org/dancer/","💃","Woman Dancing","A person dancing, most commonly displayed as woman with one arm raised wearing a red dress, while dancing the salsa or flamenco. Often used to represent a sense of fun or as a positive affirmation, e.g. ""great! 💃""
This emoji did not originally specify a gender, but was canonically deemed a woman when the 🕺 Man Dancing emoji was approved. Google previously displayed this emoji as a man, then a gender-neutral blob character (in keeping with guidelines at the time).
Microsoft previously displayed this emoji as stick figure, and Samsung has displayed this over various releases as a white boy, black boy, and white girl.

Woman Dancing was approved as part of Unicode 6.0 in 2010
under the name “Dancer”
and added to Emoji 1.0 in 2015.","💃 Red Dress Woman
💃 Salsa Dancer","Woman Dancing","Dancer","U+1F483",":dancer:","💃 Woman Dancing


💃🏻 Woman Dancing: Light Skin Tone


💃🏼 Woman Dancing: Medium-Light Skin Tone


💃🏽 Woman Dancing: Medium Skin Tone


💃🏾 Woman Dancing: Medium-Dark Skin Tone


💃🏿 Woman Dancing: Dark Skin Tone


🕺 Man Dancing


🕺🏻 Man Dancing: Light Skin Tone


🕺🏼 Man Dancing: Medium-Light Skin Tone


🕺🏽 Man Dancing: Medium Skin Tone


🕺🏾 Man Dancing: Medium-Dark Skin Tone


🕺🏿 Man Dancing: Dark Skin Tone"
"1573612765-1923","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🙅‍♂️ Man Gesturing No","https://emojipedia.org/man-gesturing-not-ok/","🙅‍♂️","Man Gesturing No","A woman with arms crossed forming an ‘X’ to indicate ‘no’ or ‘no good’. This motion is used on the TV game show Deal or No Deal to indicate ‘No Deal’. Intended to be gender-neutral but shown as a woman on most platforms.
The Man Gesturing No emoji is a sequence of the 🙅 Face With No Good Gesture and ♂ Male Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

 Man Gesturing No was added to Emoji 4.0 in 2016.","null","Man Gesturing No","null","U+1F645","null","🙅 Person Gesturing No
🙆 Person Gesturing OK
🇩 Regional Indicator Symbol Letter D
🇫 Regional Indicator Symbol Letter F
🇰 Regional Indicator Symbol Letter K
🇷 Regional Indicator Symbol Letter R
🇺 Regional Indicator Symbol Letter U
🇼 Regional Indicator Symbol Letter W"
"1573613022-2031","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😢 Crying Face","https://emojipedia.org/crying-face/","😢","Crying Face","A yellow face with raised eyebrows and a slight frown, shedding a single, blue tear from one eye down its cheek. May convey a moderate degree of sadness or pain, usually less intensely than 😭 Loudly Crying Face.
Not to be confused with 😥 Sad but Relieved Face, 😪 Sleepy Face, or other emojis with tear or sweat droplets. Samsung’s design previously featured tears welling up in both eyes.
This emoji has a cat variant, 😿 Crying Face.

Crying Face was approved as part of Unicode 6.0 in 2010
 and added to Emoji 1.0 in 2015.","😢 Crying
😢 Tear","Crying Face","null","U+1F622",":cry:","🖤 Black Heart
😹 Cat With Tears of Joy
⚰ Coffin
😿 Crying Cat
😥 Sad but Relieved Face
😓 Downcast Face With Sweat
😰 Anxious Face With Sweat
🥺 Pleading Face
😂 Face With Tears of Joy
😭 Loudly Crying Face
😔 Pensive Face
😪 Sleepy Face
🙁 Slightly Frowning Face
🙂 Slightly Smiling Face
😅 Grinning Face With Sweat
🤧 Sneezing Face
☹ Frowning Face
🥀 Wilted Flower
😟 Worried Face"
